"color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes"
" Black and White","Stephen Hopkins",88,89,81,92,"Kelly Jo Minter",321,22168359,"Fantasy|Horror|Romance|Thriller","Lisa Wilcox","A Nightmare on Elm Street 5: The Dream Child ",29659,584,"Matthew Borlenghi",0,"child|comic book|dream|murderer|nightmare","http://www.imdb.com/title/tt0097981/?ref_=fn_tt_tt_1",227,"English","USA","X",8e+06,1989,101,5.1,1.85,1000
"Color","James Foley",119,97,164,308,"Brian Van Holt",436,12212417,"Crime|Thriller","Louis Lombardi","Confidence ",30643,1172,"Leland Orser",3,"con|grifter|lap dance|organized crime|shot in the forehead","http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1",144,"English","USA","R",1.5e+07,2003,324,6.7,2.35,622
"Color","John Lee Hancock",106,137,102,877,"Marc Blucas",2000,22406362,"Drama|History|War|Western","Dennis Quaid","The Alamo ",16832,5780,"Jordi Mollà",0,"army|dictator|general|texan|texas","http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1",267,"English","USA","PG-13",1.07e+08,2004,973,6,2.35,701
"Color","Allan Arkush",19,78,13,378,"Randy Quaid",753,NA,"Comedy|Sci-Fi","Bernadette Peters","Heartbeeps ",1040,2791,"Christopher Guest",0,"escape|fish out of water|love|robot|servant","http://www.imdb.com/title/tt0082507/?ref_=fn_tt_tt_1",31,"English","USA","PG",1e+07,1981,695,4.2,2.35,425
"Color","Milos Forman",134,180,869,521,"F. Murray Abraham",692,51600000,"Biography|Drama|History|Music","Jeffrey Jones","Amadeus ",270790,3076,"Tom Hulce",0,"1800s|classical composer|composer|first person narration|opera","http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1",549,"English","USA","R",1.8e+07,1984,670,8.3,2.35,16000
"Color","Richard Fleischer",69,127,130,51,"Robert J. Wilke",618,NA,"Adventure|Drama|Family|Fantasy|Sci-Fi","James Mason","20,000 Leagues Under the Sea ",22124,800,"Paul Lukas",0,"captain|expedition|sea|submarine|whale","http://www.imdb.com/title/tt0046672/?ref_=fn_tt_tt_1",108,"English","USA","Approved",5e+06,1954,53,7.2,1.37,0
"Color","Iain Softley",140,120,34,1000,"Jeff Bridges",18000,50173190,"Drama|Mystery|Sci-Fi","Kevin Spacey","K-PAX ",148490,33615,"Alfre Woodard",1,"extraterrestrial|hospital|patient|planet|science","http://www.imdb.com/title/tt0272152/?ref_=fn_tt_tt_1",537,"English","USA","PG-13",4.8e+07,2001,12000,7.4,2.35,0
"Color","Gregory Nava",37,127,16,399,"Constance Marie",565,35422828,"Biography|Drama|Music","Jon Seda","Selena ",19126,1735,"Jacob Vargas",1,"latin music|marriage|on tour|singer|tejano","http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1",155,"English","USA","PG",2e+07,1997,441,6.7,2.35,0
"Color","E.L. Katz",193,88,3,307,"Ethan Embry",3000,59379,"Comedy|Crime|Drama|Horror|Thriller","Brighton Sharbino","Cheap Thrills ",12796,4729,"Elissa Dowling",3,"cocaine|extramarital affair|sex|shooting|violence","http://www.imdb.com/title/tt2389182/?ref_=fn_tt_tt_1",52,"English","USA","Not Rated",2e+05,2013,982,6.8,2.35,0
"Color","Hitoshi Matsumoto",72,99,17,16,"Hitoshi Matsumoto",31,22770,"Comedy|Drama","Lindsay Kay Hayward","R100 ",1658,81,"Shinobu Terajima",0,"coma|one word title|spitting|sushi|swimming pool","http://www.imdb.com/title/tt2914838/?ref_=fn_tt_tt_1",12,"Japanese","Japan","Unrated",5500000,2013,17,6.1,1.85,543
"Color","Michael Tiddes",69,86,89,511,"Essence Atkins",986,17314483,"Comedy|Fantasy","Ashley Rickards","A Haunted House 2 ",14621,4073,"Gabriel Iglesias",2,"bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm","http://www.imdb.com/title/tt2828996/?ref_=fn_tt_tt_1",48,"English","USA","R",4e+06,2014,713,4.7,1.85,0
"Color","Andrew Erwin",49,98,10,402,"Sarah Drew",589,10429707,"Comedy","Alex Kendrick","Moms' Night Out ",10483,2705,"Patricia Heaton",NA,"blogger|pastor|reference to the shawshank redemption|taser|tasered","http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1",125,"English","USA","PG",5e+06,2014,416,5.4,2.35,0
"Color","Noel Marshall",50,102,4,60,"Melanie Griffith",634,2000000,"Adventure|Horror|Thriller","Tippi Hedren","Roar ",1275,1262,"Zakes Mokae",0,"chase|dead man|jungle|killing a lion|killing a tiger","http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1",27,"English","USA","PG",1.7e+07,1981,537,6.4,2.35,0
"Color","Norman Ferguson",105,88,3,40,"Dickie Jones",1000,84300000,"Animation|Family|Fantasy|Musical","Mel Blanc","Pinocchio ",90360,1178,"Cliff Edwards",0,"boy|conscience|fairy|jiminy cricket|pinocchio","http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1",147,"English","USA","Approved",2600000,1940,48,7.5,1.37,0
"Color","Brian De Palma",33,91,0,298,"Gabrielle Carteris",636,21370057,"Crime|Drama|Thriller","Steven Bauer","Raising Cain ",9903,1852,"Gregg Henry",0,"hitchcockian|long tracking shot|psychologist|psychology|wig","http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1",80,"English","USA","R",1.2e+07,1992,330,6,1.85,541
"Color","Chuck Sheetz",44,82,6,345,"Andrew Lawrence",759,36696761,"Animation|Comedy|Family|Mystery|Sci-Fi","Diedrich Bader","Recess: School's Out ",6808,2197,"Dabney Coleman",0,"friend|principal|summer|summer camp|summer vacation","http://www.imdb.com/title/tt0265632/?ref_=fn_tt_tt_1",38,"English","USA","G",2.3e+07,2001,563,6.5,1.85,227
"Color","John Sayles",68,135,407,111,"Clifton James",11000,13269963,"Drama|Mystery","Matthew McConaughey","Lone Star ",23202,11400,"Miriam Colon",2,"father son relationship|interracial relationship|neo western|sheriff|texas","http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1",173,"English","USA","R",5e+06,1996,189,7.6,2.35,0
"Color","Mike Newell",295,157,179,10000,"Daniel Radcliffe",21000,289994397,"Adventure|Family|Fantasy|Mystery","Robert Pattinson","Harry Potter and the Goblet of Fire ",385670,53413,"Rupert Grint",1,"fire|goblet|magic|tournament|wizard","http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1",1896,"English","UK","PG-13",1.5e+08,2005,11000,7.6,2.35,0
"Color","Jaume Collet-Serra",228,108,174,324,"Paris Hilton",730,32048809,"Horror","Robert Ri'chard","House of Wax ",94456,2178,"Brian Van Holt",0,"brother sister relationship|group of friends|male nudity|twin|wax","http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1",576,"English","Australia","R",3e+07,2005,716,5.3,1.85,0
"Color","David Cronenberg",345,99,0,691,"Viggo Mortensen",13000,5702083,"Biography|Drama|Thriller","Michael Fassbender","A Dangerous Method ",80617,23755,"Sarah Gadon",3,"carl jung|patient|psychoanalysis|russian|sigmund freud","http://www.imdb.com/title/tt1571222/?ref_=fn_tt_tt_1",190,"English","UK","R",1.5e+07,2011,10000,6.5,1.85,36000
"Color","Vic Armstrong",169,110,179,734,"Lea Thompson",12000,13998282,"Action|Drama|Fantasy|Mystery|Thriller","Nicolas Cage","Left Behind ",24854,15044,"Quinton Aaron",1,"bible quote|chaos|faith|riot|shrine","http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1",374,"English","USA","PG-13",1.6e+07,2014,1000,3.1,2.35,31000
"Color","Justin Paul Miller",1,90,0,33,"Jennifer Landa",84,NA,"Comedy|Mystery|Thriller","Mary Kate Wiles","The Sound and the Shadow ",30,254,"Felix Avitia",0,"","http://www.imdb.com/title/tt2190180/?ref_=fn_tt_tt_1",1,"English","USA","R",NA,2014,41,8.3,NA,70
"Color","Robert Zemeckis",335,123,0,6,"Soleyman Pierini",23000,10137502,"Adventure|Biography|Drama|Thriller","Joseph Gordon-Levitt","The Walk ",77394,23031,"Jade Kindar-Martin",0,"1970s|based on true story|new york city|skyscraper|tightrope walker","http://www.imdb.com/title/tt3488710/?ref_=fn_tt_tt_1",195,"English","USA","PG",3.5e+07,2015,22,7.4,2.35,24000
"Color","Robert Zemeckis",125,108,0,690,"Jeffrey Weissman",1000,118500000,"Adventure|Comedy|Sci-Fi","Lea Thompson","Back to the Future Part II ",340085,3660,"Thomas F. Wilson",0,"alternate timeline|same actor playing two characters simultaneously on screen|second part|year 2015|younger version of character","http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1",327,"English","USA","PG",4e+07,1989,869,7.8,1.85,12000
"Color","Robert Luketic",144,123,126,1000,"Jim Sturgess",18000,81159365,"Crime|Drama|Thriller","Kevin Spacey","21 ",191470,25661,"Josh Gad",2,"based on true story|blackjack|card counting|gambling|massachusetts institute of technology","http://www.imdb.com/title/tt0478087/?ref_=fn_tt_tt_1",278,"English","USA","PG-13",3.5e+07,2008,5000,6.8,2.35,0
"Color","John Carpenter",114,104,0,877,"Cary-Hiroyuki Tagawa",2000,20241395,"Action|Horror|Thriller","Sheryl Lee","Vampires ",42664,5123,"Maximilian Schell",0,"cross|relic|team|vampire|vampire hunter","http://www.imdb.com/title/tt0120877/?ref_=fn_tt_tt_1",403,"English","USA","R",2e+07,1998,1000,6.1,2.35,0
"Color","Jared Hess",220,92,100,482,"Diedrich Bader",970,44540956,"Comedy","Jon Heder","Napoleon Dynamite ",161448,3950,"Jon Gries",0,"class president|family relationships|friend|high school|jock","http://www.imdb.com/title/tt0374900/?ref_=fn_tt_tt_1",1473,"English","USA","PG",4e+05,2004,759,6.9,1.85,0
"Color","Prachya Pinkaew",112,111,64,380,"Nathan Jones",778,11905519,"Action|Crime|Drama|Thriller","Jon Foo","The Protector ",30210,2205,"Johnny Nguyen",0,"die hard scenario|elephant|long take|police|sydney australia","http://www.imdb.com/title/tt0427954/?ref_=fn_tt_tt_1",214,"Thai","Thailand","R",2e+08,2005,635,7.1,1.85,0
"Color","Guy Ritchie",116,120,0,452,"Jason Flemyng",26000,3650677,"Comedy|Crime","Jason Statham","Lock, Stock and Two Smoking Barrels ",414976,28294,"Dexter Fletcher",1,"antique|cockney accent|hatchet|money|shotgun","http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1",523,"English","UK","R",960000,1998,1000,8.2,1.85,21000
"Color","Darren Lynn Bousman",210,121,163,482,"Shawnee Smith",723,80150343,"Horror|Mystery","Costas Mandylor","Saw III ",142115,3189,"Leigh Whannell",0,"brutality|female full frontal nudity|female nudity|torture|trap","http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1",614,"English","USA","R",1e+07,2006,651,6.2,1.85,0
"Color","Peter Jackson",446,201,0,84,"Thomas Kretschmann",6000,218051260,"Action|Adventure|Drama|Romance","Naomi Watts","King Kong ",316018,7123,"Evan Parke",0,"animal name in title|ape abducts a woman|gorilla|island|king kong","http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1",2618,"English","New Zealand","PG-13",2.07e+08,2005,919,7.2,2.35,0
"Color","Igor Kovalyov",45,83,5,368,"Cree Summer",971,100491683,"Adventure|Animation|Comedy|Drama|Family|Musical","Elizabeth Daily","The Rugrats Movie ",14005,3438,"Christine Cavanaugh",0,"baby|home|hospital|lost|newborn baby","http://www.imdb.com/title/tt0134067/?ref_=fn_tt_tt_1",67,"English","USA","G",2.4e+07,1998,503,5.9,1.85,418
" Black and White","Lloyd Bacon",65,89,24,45,"Dick Powell",610,2300000,"Comedy|Musical|Romance","Ginger Rogers","42nd Street ",7921,995,"George Brent",2,"chorus girl|chorus line|director|gala premiere|song","http://www.imdb.com/title/tt0024034/?ref_=fn_tt_tt_1",97,"English","USA","Unrated",439000,1933,105,7.7,1.37,439
"Color","Tom McGrath",233,95,96,8000,"Brad Pitt",24000,148337537,"Action|Animation|Comedy|Family|Sci-Fi","J.K. Simmons","Megamind ",172754,46120,"Will Ferrell",3,"battle|city|planet|prison|superhero","http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1",187,"English","USA","PG",1.3e+08,2010,11000,7.3,2.35,13000
"Color","Charles Herman-Wurmfeld",73,88,0,102,"Rian Bishop",465,442638,"Comedy|Romance|Sport","John Enos III","The Hammer ",5489,897,"Adam Carolla",1,"birthday|boxing|coach|gym|olympics","http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1",23,"English","USA","R",850000,2007,140,7.3,NA,337
"Color","Michael Hoffman",83,109,97,355,"Embeth Davidtz",13000,14060950,"Drama","Gabriel Millman","The Emperor's Club ",14354,14347,"Rob Morrow",1,"classroom|fund raising|headmaster|reunion|roman","http://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1",139,"English","USA","PG-13",12500000,2002,795,6.9,1.85,0
"Color","John Carpenter",212,89,0,606,"Hal Holbrook",2000,21378000,"Fantasy|Horror","Jamie Lee Curtis","The Fog ",46493,4878,"Janet Leigh",0,"california|fog|leper|lighthouse|ship","http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1",335,"English","USA","R",1e+06,1980,826,6.8,2.35,7000
"Color","Kurt Voss",12,88,0,3,"Coyote Shivers",268,58936,"Comedy|Music","Lemmy","Down and Out with the Dolls ",91,318,"Zoë Poledouris",0,"female bassist|female drummer|female guitarist|female singer|portland oregon","http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1",4,"English","USA","R",1200000,2001,44,6.1,1.78,27
"Color","Wade Gasque",13,75,0,46,"Vincent Duvall",267,NA,"Drama","Ty Parker","Tiger Orange ",683,488,"Loanne Bishop",2,"coming out|father son relationship|gay|gay brother|toilet sex","http://www.imdb.com/title/tt2866824/?ref_=fn_tt_tt_1",8,"English","USA","Unrated",1e+05,2014,87,6.8,1.78,182
"Color","Ethan Coen",488,122,1000,883,"Stephen Root",2000,74273505,"Crime|Drama|Thriller","Kelly Macdonald","No Country for Old Men ",612060,4738,"Barry Corbin",0,"coin toss|desert|sheriff|texas|tracking device","http://www.imdb.com/title/tt0477348/?ref_=fn_tt_tt_1",1518,"English","USA","R",2.5e+07,2007,939,8.1,2.35,21000
"","Lasse Hallström",162,108,529,690,"Henry Thomas",17000,80014842,"Drama|Romance|War","Channing Tatum","Dear John ",104356,19945,"Scott Porter",NA,"army|coin collector|love|surfboard|u.s. army","http://www.imdb.com/title/tt0989757/?ref_=fn_tt_tt_1",186,"English","USA","PG-13",2.5e+07,2010,861,6.3,2.35,14000
"Color","Nigel Cole",112,107,13,165,"Tyrone Giordano",618,21835784,"Comedy|Drama|Romance","Aimee Garcia","A Lot Like Love ",58297,1095,"James Read",3,"flight|hasselblad camera|los angeles california|love|medium format camera","http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1",161,"English","USA","PG-13",3e+07,2005,172,6.6,1.85,0
"Color","Robert Zemeckis",240,96,0,10000,"Colin Firth",18000,137850096,"Animation|Drama|Family|Fantasy","Robin Wright","A Christmas Carol ",72809,48878,"Gary Oldman",0,"charles dickens|christmas|christmas eve|ghost|scrooge","http://www.imdb.com/title/tt1067106/?ref_=fn_tt_tt_1",249,"English","USA","PG",2e+08,2009,14000,6.8,2.35,0
"Color","Mike van Diem",54,122,4,3,"Fedja van Huêt",25,713413,"Crime|Drama|Mystery","Jan Decleir","Character ",9171,48,"Hans Kesting",1,"bailiff|lawyer|office|police|school","http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1",68,"Dutch","Netherlands","R",4500000,1997,20,7.8,1.85,689
"Color","John Ford",55,103,673,89,"Ben Johnson",281,NA,"Western","Harry Carey Jr.","She Wore a Yellow Ribbon ",11920,955,"Victor McLaglen",1,"captain|cavalry|fort|retirement|yellow ribbon","http://www.imdb.com/title/tt0041866/?ref_=fn_tt_tt_1",90,"English","USA","Unrated",1600000,1949,230,7.4,1.37,721
"Color","Clint Eastwood",392,137,16000,363,"Naomi Watts",29000,37304950,"Biography|Crime|Drama","Leonardo DiCaprio","J. Edgar ",102728,36258,"Kaitlyn Dever",0,"agent|fbi|federal bureau of investigation|gay relationship|secret","http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1",279,"English","USA","R",3.5e+07,2011,6000,6.6,2.35,16000
"Color","Ryan Coogler",437,133,0,531,"Phylicia Rashad",13000,109712885,"Drama|Sport","Sylvester Stallone","Creed ",146708,15106,"Graham McTavish",1,"boxing|boxing match|fight|montage|philadelphia","http://www.imdb.com/title/tt3076658/?ref_=fn_tt_tt_1",362,"English","USA","PG-13",3.5e+07,2015,597,7.7,2.35,70000
"Color","George Armitage",111,107,5,141,"Michael Cudlitz",893,28014536,"Action|Comedy|Crime|Romance|Thriller","Minnie Driver","Grosse Pointe Blank ",73347,2044,"Mitchell Ryan",1,"assassin|high school|high school reunion|reunion|suburb","http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1",296,"English","USA","R",1.5e+07,1997,822,7.4,1.85,0
"Color","Mira Nair",33,109,300,200,"Sarita Choudhury",729,4109095,"Crime|Drama|History|Romance","Indira Varma","Kama Sutra: A Tale of Love ",8239,1292,"Rekha",0,"courtesan|friend|kama sutra|seduction|wedding","http://www.imdb.com/title/tt0116743/?ref_=fn_tt_tt_1",92,"English","USA","R",3e+06,1996,257,6,1.85,0
"Color","Gavin O'Connor",64,102,149,276,"Janet McTeer",409,1281176,"Comedy|Drama","Kimberly J. Brown","Tumbleweeds ",2932,1986,"Lois Smith",1,"boss|fight|reference to william shakespeare|white trash|written and directed by cast member","http://www.imdb.com/title/tt0161023/?ref_=fn_tt_tt_1",73,"English","USA","PG-13",312000,1999,277,6.7,1.85,121
"Color","Woo-Suk Kang",15,135,0,13,"Sung-kee Ahn",28,NA,"Action|Drama","Yu-mi Jeong","Silmido ",3290,97,"Kyung-gu Sol",0,"based on book|based on true story|rape|title spoken by character","http://www.imdb.com/title/tt0387596/?ref_=fn_tt_tt_1",17,"Korean","South Korea","",8e+06,2003,15,7.2,2.35,387
"Color","Stiles White",183,89,10,704,"Shelley Hennig",852,50820940,"Fantasy|Horror","Lin Shaye","Ouija ",31915,5056,"Daren Kagasoff",0,"death of girlfriend|funeral|ghost|ouija|spirit","http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1",159,"English","USA","PG-13",5e+06,2014,707,4.4,2.35,18000
"Color","Jennifer Finnigan",1,97,246,491,"Kenan Thompson",756,NA,"Comedy","Geoff Stults","The Opposite Sex ",557,3717,"Josh Hopkins",5,"bare breasts","http://www.imdb.com/title/tt2796678/?ref_=fn_tt_tt_1",3,"English","USA","",3300000,2014,521,4.5,16,0
"Color","Randall Miller",109,110,19,39,"Freddy Rodríguez",25000,4040588,"Comedy|Drama","Alan Rickman","Bottle Shock ",12233,25676,"Greg Collins",0,"airport|california|flat tire|overalls|wine","http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1",89,"English","USA","PG-13",5e+06,2008,579,6.8,2.35,0
"Color","Daniel Schechter",15,87,8,272,"Kevin Corrigan",969,NA,"Comedy","Lena Dunham","Supporting Characters ",760,2398,"Alex Karpovsky",0,"film editor|kiss|marriage proposal|movie screening|urination","http://www.imdb.com/title/tt1874789/?ref_=fn_tt_tt_1",4,"English","USA","Not Rated",NA,2012,778,6.3,NA,209
"Color","David Anspaugh",21,101,25,407,"Costas Mandylor",18000,375474,"Drama|History|Sport","Gerard Butler","The Game of Their Lives ",2613,20354,"Jimmy Jean-Louis",0,"1950s|brazil|soccer|soccer movie|world cup","http://www.imdb.com/title/tt0354595/?ref_=fn_tt_tt_1",46,"English","USA","PG",2e+07,2005,723,6.2,2.35,445
"Color","Ira Sachs",121,91,60,18,"Erin Boyes",60,1506998,"Crime|Drama|Romance","David Richmond-Peck","Married Life ",8014,141,"Timothy Webber",4,"bachelor|best friend|divorce|poison|widow","http://www.imdb.com/title/tt0804505/?ref_=fn_tt_tt_1",50,"English","USA","PG-13",1.2e+07,2007,46,6.3,1.85,314
"Color","Patrick Stettner",125,81,5,710,"Joe Morton",49000,7825820,"Crime|Mystery|Thriller","Robin Williams","The Night Listener ",13086,50831,"Rory Culkin",0,"boy|radio show|social worker|telephone|wisconsin","http://www.imdb.com/title/tt0448075/?ref_=fn_tt_tt_1",156,"English","USA","R",4e+06,2006,780,5.9,1.85,576
"Color","Olivier Megaton",358,98,118,558,"Luke Grimes",14000,139852971,"Action|Crime|Thriller","Liam Neeson","Taken 2 ",238671,16410,"D.B. Sweeney",0,"albanian|revenge|revenge motive|teenage daughter|vacation","http://www.imdb.com/title/tt1397280/?ref_=fn_tt_tt_1",461,"English","France","PG-13",4.5e+07,2012,935,6.3,2.35,63000
" Black and White","F. Gary Gray",20,97,473,624,"John Witherspoon",826,27900000,"Comedy|Drama","Nia Long","Friday ",74626,3455,"Tony Cox",1,"bully|drug dealer|first part|neighbor|neighborhood","http://www.imdb.com/title/tt0113118/?ref_=fn_tt_tt_1",157,"English","USA","R",3500000,1995,723,7.3,1.85,8000
"Color","Gil Junger",46,95,19,447,"Marsha Thomason",1000,33422806,"Adventure|Comedy|Fantasy","Tom Wilkinson","Black Knight ",30771,2643,"Vincent Regan",1,"14th century|king|knight|sword duel|time travel","http://www.imdb.com/title/tt0265087/?ref_=fn_tt_tt_1",164,"English","USA","PG-13",5e+07,2001,691,4.8,2.35,0
"Color","Byron Howard",225,96,59,699,"Diedrich Bader",17000,114053579,"Adventure|Animation|Comedy|Drama|Family","Chloë Grace Moretz","Bolt ",146766,20007,"James Lipton",0,"cat|dog|hamster|new york city|superpower","http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1",178,"English","USA","PG",1.5e+08,2008,759,6.9,1.85,0
"Color","Gregory Hoblit",112,125,40,407,"Cole Hauser",13000,19076815,"Drama|War","Bruce Willis","Hart's War ",43651,15916,"Rory Cochrane",0,"colonel|honor|lieutenant|pilot|racism","http://www.imdb.com/title/tt0251114/?ref_=fn_tt_tt_1",196,"English","USA","R",6e+07,2002,787,6.3,2.35,997
"Color","Thomas Vinterberg",100,102,346,488,"Chris Owen",947,23106,"Comedy|Crime|Drama|Romance","Michael Angarano","Dear Wendy ",9003,2572,"William Hootkins",0,"gang|gun|loner|love|outcast","http://www.imdb.com/title/tt0342272/?ref_=fn_tt_tt_1",58,"English","Italy","Unrated",5e+07,2004,526,6.6,1.66,532
"Color","Boris Rodriguez",56,83,5,98,"Thure Lindhardt",413,1521,"Comedy|Horror","Stephen McHattie","Eddie: The Sleepwalking Cannibal ",1231,843,"Georgina Reilly",0,"art teacher|cannibal|inspiration|painter|sleepwalking","http://www.imdb.com/title/tt1480658/?ref_=fn_tt_tt_1",10,"English","Canada","Not Rated",1500000,2012,197,5.7,NA,932
"Color","John Curran",143,125,43,7,"Sally Hawkins",2000,8047690,"Drama|Romance","Toby Jones","The Painted Veil ",77656,2608,"Alan David",0,"china|cholera|epidemic|love|marriage","http://www.imdb.com/title/tt0446755/?ref_=fn_tt_tt_1",220,"Mandarin","China","PG-13",19400000,2006,594,7.5,2.35,0
"Color","Marc Forster",226,101,395,2000,"Kate Winslet",40000,51676606,"Biography|Drama|Family","Johnny Depp","Finding Neverland ",174591,58823,"Kelly Macdonald",1,"boy|inspiration|reference to peter pan|stage play|widow","http://www.imdb.com/title/tt0308644/?ref_=fn_tt_tt_1",632,"English","USA","PG",2.5e+07,2004,14000,7.8,2.35,0
"Color","Richard Curtis",274,123,628,171,"Tom Hollander",565,15294553,"Drama|Fantasy|Romance","Tom Hughes","About Time ",202341,1595,"Lindsay Duncan",1,"boyfriend girlfriend relationship|lingerie slip|time travel|time travel romance|wedding","http://www.imdb.com/title/tt2194499/?ref_=fn_tt_tt_1",391,"English","UK","R",1.2e+07,2013,555,7.8,2.35,105000
"Color","John G. Avildsen",141,145,80,794,"Burgess Meredith",13000,117235247,"Drama|Sport","Sylvester Stallone","Rocky ",375240,16094,"Carl Weathers",0,"boxer|hometown hero|philadelphia pennsylvania|protective male|training","http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1",542,"English","USA","PG",960000,1976,1000,8.1,1.33,0
"Color","Marc Webb",331,95,464,11000,"Chloë Grace Moretz",23000,32391374,"Comedy|Drama|Romance","Joseph Gordon-Levitt","500 Days of Summer ",376600,54075,"Zooey Deschanel",43,"friend|greeting card|office|summer|true love","http://www.imdb.com/title/tt1022603/?ref_=fn_tt_tt_1",494,"English","USA","PG-13",7500000,2009,17000,7.7,2.35,40000
"Color","Michel Gondry",273,108,1000,1000,"Kirsten Dunst",14000,34126138,"Drama|Fantasy|Romance|Sci-Fi","Kate Winslet","Eternal Sunshine of the Spotless Mind ",666937,19364,"Tom Wilkinson",1,"borderline personality disorder|loneliness|memory|playing against type|retrograde narrative","http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1",1514,"English","USA","R",2e+07,2004,4000,8.3,1.85,52000
"Color","Kim Farrant",84,112,93,51,"Reef Ireland",147,NA,"Drama|Mystery|Thriller","Nicholas Hamilton","Strangerland ",5637,285,"Sean Keenan",0,"australian|desert|mother daughter relationship|mother son relationship|promiscuity","http://www.imdb.com/title/tt2325977/?ref_=fn_tt_tt_1",57,"English","Australia","R",1e+07,2015,52,5.2,2.39,0
"Color","Les Mayfield",72,83,10,69,"Susie Essman",688,8326035,"Action|Comedy|Crime","Miguel Ferrer","The Man ",21933,1019,"Gigi Rice",2,"buddy comedy|criminal|gun smuggling|mistaken identity|salesman","http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1",76,"English","Germany","PG-13",3.3e+07,2005,99,5.5,1.85,676
"Color","Kris Isacsson",64,91,0,407,"Lauren German",3000,20035310,"Comedy|Drama|Romance","Rosario Dawson","Down to You ",12324,4409,"Shawn Hatosy",1,"artist|cake|college|new york city|student","http://www.imdb.com/title/tt0186975/?ref_=fn_tt_tt_1",173,"English","USA","PG-13",9e+06,2000,683,4.9,1.85,580
"Color","Gary Winick",91,78,56,184,"Aaron Stanford",376,2882062,"Comedy|Drama|Romance","Bebe Neuwirth","Tadpole ",5178,1144,"Ron Rifkin",2,"best friend|boy|french|friend|love","http://www.imdb.com/title/tt0271219/?ref_=fn_tt_tt_1",101,"English","USA","PG-13",150000,2000,346,6.3,1.85,132
"Color","Tom Elkins",79,101,14,559,"Cicely Tyson",1000,NA,"Drama|Horror|Mystery|Thriller","Abigail Spencer","The Haunting in Connecticut 2: Ghosts of Georgia ",13167,3164,"Brad James",0,"daughter|georgia|mother|slave|trailer","http://www.imdb.com/title/tt1457765/?ref_=fn_tt_tt_1",57,"English","USA","R",9e+06,2013,907,5.3,2.35,0
"Color","Anna Boden",163,101,16,472,"Jeremy Davies",943,6350058,"Comedy|Drama|Romance","Zoë Kravitz","It's Kind of a Funny Story ",106098,2786,"Jim Gaffigan",3,"based on novel|depression|psychiatric ward|suicide attempt|therapy","http://www.imdb.com/title/tt0804497/?ref_=fn_tt_tt_1",150,"English","USA","PG-13",8e+06,2010,769,7.2,1.85,20000
"Color","Michael Wadleigh",53,215,14,136,"Jimi Hendrix",262,13300000,"Documentary|History|Music","Joe Cocker","Woodstock ",12631,778,"Joan Baez",0,"drugs|hippie|music festival|the who|woodstock","http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1",63,"English","USA","R",6e+05,1970,227,8.1,2.2,0
